x,y,z,dist_to_centroid,dist_to_principal_axis,R,G,B,color_oob,opacity,scale_phys_0,scale_phys_1,scale_phys_2,scale_ratio,linearity,planarity,sphericity,orientation_x,orientation_y,orientation_z,local_density,if_keep,part_label,confidence
-0.009423913920538,0.0006779318735295,-0.0049073255239904,0.0013084203922297,0.0010901800188538,0.4263315497385375,0.4263315245172977,0.4263315497385375,False,0.3158979310727129,4.86897151429712e-05,3.065478937755934e-05,6.977453479438587e-05,2.2761381242914007,0.3021850265795133,0.2584743247455227,0.439340648674964,0.998688797965776,0.0445017265928584,0.0253037773450539,6097.400632472921,True,wing_R,high
-0.0092052441339222,0.000812336412404,-0.0049268410867494,0.0012505066028593,0.0011486273810863,0.3177746257391174,0.3177746089249576,0.3177746089249576,False,0.4291532601116829,3.343763266230486e-05,3.3162266624958404e-05,8.890608517469859e-05,2.6809411485699406,0.6238993923014311,0.003097268728067,0.3730033389705018,-0.0007370761709375,0.6292133883312853,-0.7772322488570462,5242.025557510628,True,wing_R,high
-0.0083629756473388,0.0029401582542344,-0.0060175680295092,0.0020062661366189,0.0005226850180853,0.4986415505282205,0.4986414910218579,0.4986415505282205,False,0.2647376670144253,8.635377449260828e-05,3.141438520202836e-05,6.28901867021562e-05,2.748860878137848,0.2717146752219905,0.3644982710376154,0.363787053740394,-0.1352692829457301,0.6246381033479291,0.7691095246694386,9206.23010214526,True,wing_L,high
-0.00902175803583,0.0003200512701107,-0.005099096319282,0.0017844944186966,0.0016579893234736,0.3616554466817009,0.3616554466817009,0.3616554466817009,False,0.5048972189836889,2.357093636131011e-05,2.625526197403122e-05,6.783637303538388e-05,2.8779668315057734,0.6129618846170283,0.0395705945440353,0.3474675208389364,-0.1014501526673909,0.7218155460573823,-0.6846095120531457,4582.964428178006,False,wing_R,high
-0.0093793088261093,0.0011370776542808,-0.0049337292416278,0.0008834571038598,0.0008042005262168,0.466355771989666,0.466355771989666,0.466355771989666,False,0.1530098654849077,3.3021230781016186e-05,4.25865132790704e-05,8.463752031455367e-05,2.5631243388787177,0.4968364725148083,0.1130146826431709,0.3901488448420208,-0.2410672837676075,0.0271380097207892,-0.9701289054168536,7506.423898969328,True,wing_R,high
-0.0099007238802043,0.0007132970853096,-0.0050889415439207,0.0012649256626402,0.0008887560910437,0.3349159387041185,0.3349159050757987,0.3349159050757987,False,0.1078832029683299,4.8226477135874e-05,7.236607542028402e-05,3.0607670080712726e-05,2.3643117960123714,0.3335761701075164,0.2434677706761857,0.4229560592162978,0.2311589457251159,-0.466492559554957,0.8537858242505072,8770.37856917419,True,wing_R,high
-0.0091744186820579,-0.0001267140112053,-0.0053224268318904,0.0021876067514861,0.0019619585336117,0.2568850042253634,0.2568850042253634,0.2568850042253634,False,0.5091490749053991,4.9085588004124336e-05,1.70333133663106e-05,4.507599755435189e-05,2.8817404428904854,0.0816856966129354,0.5713017879236784,0.3470125154633862,-0.7799051540575631,0.6226978510177623,-0.0632086782990256,4468.760438371226,True,wing_R,high
-0.0086294228156516,0.0030255528243811,-0.0060675677943486,0.0019138123055058,0.0004393640177397,0.3303408058071186,0.3303408058071186,0.3303407721787989,False,0.2190210377584486,2.63780890998473e-05,4.909626222409687e-05,6.138566546208806e-05,2.32714603509484,0.2001998861701867,0.3700892212088238,0.4297108926209894,0.1918743624616964,-0.5229336555666565,-0.8304966110139227,6766.5845753441445,True,wing_L,high
-0.0098485538059703,0.0005395747859313,-0.0051405983606158,0.001437056499217,0.0010606498727091,0.4142249258806589,0.4142249258806589,0.4142248334027797,False,0.1494755989113924,4.483184552925501e-05,7.795322411153242e-05,3.12485216957865e-05,2.4946211814571537,0.4248878601209443,0.1742496732916911,0.4008624665873644,0.1788252407931912,-0.545005386319232,0.8191401968761403,9582.97972671994,True,wing_R,high
-0.0094075448335869,4.391809759380805e-05,-0.0052774415744655,0.0019675898061373,0.0016929642678608,0.464792372490263,0.464792372490263,0.464792372490263,False,0.2691269029881595,5.8430722417726525e-05,3.2672833273139984e-05,8.470825762536733e-05,2.5926205088251457,0.3102122029691182,0.3040776645236167,0.3857101325072651,-0.0084690353605446,-0.9381125949269208,0.3462268543593072,10331.073185615242,True,wing_R,high
