x,y,z,dist_to_centroid,dist_to_principal_axis,R,G,B,color_oob,opacity,scale_phys_0,scale_phys_1,scale_phys_2,scale_ratio,linearity,planarity,sphericity,orientation_x,orientation_y,orientation_z,local_density,if_keep,part_label,confidence
-0.0133475447590024,0.0021728694751553,-0.0031528912990958,0.0006891200110261,0.0002168392150666,0.2325579582756963,0.2325579582756963,0.2325579582756963,False,0.907445068815956,9.882623428291964e-05,9.700866505279557e-05,3.773477738287671e-05,2.618969585541136,0.0183915662001321,0.5997788755183125,0.3818295582815553,0.6585257890107897,-0.2558226846414746,0.7077418591764554,3727.773125505864,False,wing_R,high
-0.0127488556844068,0.0049274503514963,-0.0038004780594345,0.0022614431667967,0.0003443596527281,0.3803497574864635,0.3803497574864635,0.3803497574864635,False,0.1129437522235693,4.170247973873269e-05,9.905797876546632e-05,9.726072437515648e-05,2.37534984456722,0.0181434591408844,0.5608659224509894,0.4209906184081261,-0.0394941096126908,-0.2547894256872117,-0.9661897142196668,12146.18329242601,True,wing_L,high
-0.0132002168279526,0.0014012150373768,-0.0028795060144017,0.0014306039590658,0.0002671241198512,0.5264924154914087,0.5264924154914087,0.5264924154914087,False,0.224342497950679,0.0001180249742674,4.11835477200114e-05,8.144410358169527e-05,2.865828244565416,0.3099417806509116,0.3411189547939497,0.3489392645551386,0.6047619417141312,-0.0522996727548237,0.7946871951176088,12404.866220621529,True,wing_R,high
-0.0137048044214273,0.0015361514410861,-0.0031651481749718,0.0014135291858228,0.0004393040280765,0.3263677375321065,0.3263677375321065,0.3263677375321065,False,0.6802391793034017,7.479235515117842e-05,3.018404994429217e-05,2.7181984546494888e-05,2.7515413756212617,0.5964286739830441,0.0401386664683734,0.3634326595485824,0.0943999750949116,0.0511619079963319,-0.9942188410366476,4741.777473396623,True,wing_R,high
-0.0136463329376852,0.0032586652552847,-0.003451725304293,0.0007906460443918,0.0007014984270942,0.5532633659479231,0.5532633659479231,0.5532633659479231,False,0.3548299426199512,4.8751930159016536e-05,2.6466913590898283e-05,4.759648561688331e-05,1.8419952893858336,0.0237004881317407,0.4334099584788884,0.5428895533893707,0.4249278493364731,-0.4694667921440483,-0.7739749698357546,3728.02891834765,False,body,high
-0.01430539144005,0.0032968978864137,-0.0033806973187179,0.0013247174242367,0.0013047093481352,0.5452247262974474,0.5452247262974474,0.5452247262974474,False,0.0978051523226941,5.91520259199081e-05,2.584927187117013e-05,2.594415776119005e-05,2.2883439895218385,0.5613986612002357,0.0016041021172866,0.4369972366824776,0.3352477416534407,0.7330914474335513,0.5917650559268,2919.407897959205,False,body,high
-0.0128583673960803,0.004811073950321,-0.0037903508486434,0.0021341401750066,0.0004012074139426,0.3697938111142864,0.3697938111142864,0.3697938111142864,False,0.2749352213336346,6.390347353355837e-05,9.713317712532427e-05,4.073003320599505e-05,2.3848047614905274,0.3421045679262803,0.2385738942489672,0.4193215378247525,-0.0134761683726887,-0.2502233047327299,-0.9680943604084375,9012.609359581207,True,wing_L,high
-0.0122896199754064,0.0048287835850115,-0.0036288060020791,0.0022428094158471,0.0003288329954338,0.4222893416381948,0.4222893416381948,0.4222893416381948,False,0.908610354288544,9.632545601169565e-05,3.7430519645967016e-05,5.80214773182466e-05,2.57344693375301,0.3976516725630475,0.2137644452965732,0.3885838821403792,0.111496855019483,0.2096492172075578,0.971398814619939,4250.092545797318,False,wing_L,high
-0.0133302786379695,0.0009198512386518,-0.0028568734039698,0.0019208315728375,0.0002878780365384,0.3604106944275116,0.3604106944275116,0.3604106944275116,False,0.1863767729374389,4.526049092547104e-05,0.0001237285156697,7.344821536849504e-05,2.733698047454225,0.4063760082233456,0.2278191433109444,0.36580484846571,0.5317428274615836,-0.0547670026969658,0.8451332089432715,7913.501826347685,True,wing_R,high
-0.0139325396436041,0.0029277685925748,-0.0036200548363742,0.0009922968250346,0.0009922082942845,0.6190559796617221,0.6190559796617221,0.6190559796617221,False,0.2568495346478968,3.919330569393537e-05,2.9657513067335383e-05,7.848935521503723e-05,2.6465251835793664,0.5006545080341468,0.1214915398460693,0.3778539521197838,0.767872789850204,-0.6399097410783807,-0.0297808979156792,3715.121399194977,False,body,high
-0.0138312609583742,0.0031027510931682,-0.0037121831271912,0.0010032816915085,0.0009784777665469,0.4645007266840091,0.4645007266840091,0.4645007266840091,False,0.0880676901160461,5.647965722610365e-05,5.144758345453543e-05,5.4631760643216185e-05,1.097809720762008,0.032717914265836,0.056377417021736,0.9109046687124278,-0.3944948484801954,-0.0218195077542409,-0.9186390605694656,3013.632443893221,False,body,high
