x,y,z,dist_to_centroid,dist_to_principal_axis,R,G,B,color_oob,opacity,scale_phys_0,scale_phys_1,scale_phys_2,scale_ratio,linearity,planarity,sphericity,orientation_x,orientation_y,orientation_z,local_density,if_keep,part_label,confidence
-0.0121433060529894,0.0016379585893011,-0.0039663855254001,0.0008963903416763,0.0007679135467392,0.407434972997779,0.407434972997779,0.407434972997779,False,0.2753858708288977,6.124053621515766e-05,4.896893174299277e-05,0.0001201343558846,2.4532770393099685,0.4902329498984125,0.1021490012727975,0.4076180488287899,0.2591866535784287,-0.8400057651446105,0.4766682212300646,6057.145569310382,True,wing_R,high
-0.0136499213291986,0.0028864117273186,-0.0036139011478456,0.001595656631514,0.0010086921238426,0.4767177123818769,0.4767177123818769,0.4767177123818769,False,0.3012036080325263,7.673881646047636e-05,7.307867654238828e-05,2.770649903811201e-05,2.769704550362619,0.0476960694327778,0.5912545905323521,0.36104934003487,-0.4003092490999177,-0.7817302957839201,-0.4781738697781854,3368.5503466875207,False,body,high
-0.0110075958454719,0.0027155277799449,-0.0042877827011401,0.0013062091992844,0.0006950232807537,0.301714967677696,0.301714967677696,0.301714967677696,False,0.833739709080047,2.650907405648056e-05,7.325311755188312e-05,2.744472916971076e-05,2.763322377681285,0.6253438749515006,0.0127729050243834,0.361883220024116,-0.4815098397658035,0.5352481533244365,0.6940156255960598,5001.309090134375,True,wing_L,high
-0.0124545503069098,0.0024433912667345,-0.0035925928985356,0.000347772700067,0.0002319195466372,0.5176458953934497,0.5176458953934497,0.5176458953934497,False,0.9008766965451744,4.848324367458742e-05,4.265447349353551e-05,5.146269745976429e-05,1.206501762765017,0.0578954064253303,0.1132620416100241,0.8288425519646455,0.3708157935252307,-0.4216933990685449,0.8274480796124132,9573.64745704575,True,body,high
-0.0117622660767855,0.0028162038312931,-0.0023191632035205,0.0014016951507354,0.001218978101081,0.2083015654257469,0.2083015654257469,0.2083015654257469,False,0.2835199694759516,3.574902934588766e-05,7.744261312079657e-05,3.364962768914677e-05,2.3014404152166783,0.538380383805934,0.0271091272897287,0.4345104889043373,0.4033446143148643,-0.7028455684860195,-0.5859361987134415,2527.5954133339105,False,body,high
-0.0114754840671067,0.0014607905435164,-0.0046134745084183,0.0015435016210446,0.0006554585647796,0.8970632239532041,0.8970632239532041,0.8970632239532041,False,0.8769764324059214,2.4521889751787416e-05,6.731096966264112e-05,2.992331858008501e-05,2.744934030124444,0.5554466273467901,0.0802458923912291,0.3643074802619808,0.0532069779141761,-0.3913000296561167,0.9187237366544756,6679.579813945409,True,wing_R,high
-0.0113235258810835,0.0011794456042863,-0.0044334183322293,0.0017098778528988,0.0008466660448025,0.4926092924232736,0.4926092924232736,0.4926092924232736,False,0.167409048954903,0.0001041206231082,0.0001312734969638,5.035414929026933e-05,2.6070045629631595,0.2068420091152514,0.4095760001944885,0.38358199069026,-0.2472352659935768,0.9258228473242432,-0.2858789579901193,9071.00108758077,True,wing_R,high
-0.0116335355291363,0.0013458177857442,-0.0042604056057159,0.0013723649625206,0.0008162607131059,0.455714525282766,0.455714525282766,0.455714525282766,False,0.2465372876060623,7.444174867308731e-05,5.270345231108181e-05,0.0001251051747948,2.3737567333610445,0.4049666706817981,0.1737601693747724,0.4212731599434295,-0.8772544109655341,-0.3812113698672705,0.2917234819575423,8491.903192563108,True,wing_R,high
-0.0117108856825064,0.001194126364723,-0.0043633592862986,0.0015229660632561,0.0009825847368275,0.4371730720052603,0.4371730720052603,0.4371730720052603,False,0.890166388160692,9.384226114160812e-05,4.509693748554193e-05,3.55139169000213e-05,2.6424080848584697,0.519438929359443,0.1021183896140337,0.3784426810265232,0.0902416734854761,0.9531895492914516,-0.2885933531599438,7400.591865071091,True,wing_R,high
-0.0122693714438594,0.0019197663679454,-0.0038218596522568,0.0006025661574305,0.0005720788163335,0.4053527410694487,0.4053527410694487,0.4053527410694487,False,0.6316316805268118,4.773581423541251e-05,6.272092058585553e-05,6.407990314266308e-05,1.3423863019628943,0.0212076250143824,0.2338503277241418,0.7449420472614757,-0.5772602646002829,-0.672183602655699,-0.4636159954471124,12234.690857646969,True,wing_R,high
-0.0112399795467087,0.0014984352512133,-0.0040921671524255,0.0013822327390228,0.0006408198571013,0.4550430812336696,0.4550430812336696,0.4550430812336696,False,0.0501196830742823,8.809953704688109e-05,3.547685001945535e-05,4.034644877717134e-05,2.483296487669217,0.5420356323132383,0.0552738291362948,0.4026905385504669,-0.6753972192568813,0.6971855619443753,-0.240355753907365,5867.764258753551,True,wing_R,high
-0.0120412000202472,0.0031355073409412,-0.0019122401652856,0.0018456066517771,0.0013581391738282,0.3966970469734731,0.3966970469734731,0.3966970469734731,False,0.1536030372335689,3.0015635526438034e-05,3.2793642338495954e-05,8.889260499220233e-05,2.961543323442376,0.6310869465308997,0.0312512701399807,0.3376617833291195,-0.6805681011236229,0.7279644969655302,-0.0830346366928229,1952.77749432108,False,body,high
